JnlTitle,Publisher,PubCountry,Fee,WaiverPolicy,Identifiers,FirstYear,Language,ReviewProcess,Plagiarism,Sub2Pub,JnlLicense,AuthorCopyright,DOAJ_Seal
Società e diritti,University of Milan,Italy,No,NA,DOI,2016,"English, Italian, Spanish; Castilian",Double blind peer review,Yes,4,CC BY-NC-ND,True,No
Italian Journal of Mycology,University of Bologna,Italy,No,NA,DOI,2015,English,Blind peer review,NA,24,CC BY-NC,True,No
Antropologia Pubblica,CLUEB,Italy,No,NA,DOI,2016,"English, Italian",Double blind peer review,NA,8,CC BY,True,No
"UPLanD: Journal of Urban Planning, Landscape & Environmental Design",MASTER PRO Ingegneri Associati,Italy,No,NA,,2016,"English, Italian",Double blind peer review,NA,8,CC BY-NC-ND,True,No
Layers. Archeologia Territorio Contesti,Università degli Studi di Cagliari,Italy,No,NA,DOI,2016,"English, French, German, Italian, Spanish; Castilian",Double blind peer review,NA,11,CC BY,True,No
Cartagine. Studi e Ricerche,Università degli Studi di Cagliari,Italy,No,NA,DOI,2016,"English, French, German, Italian, Spanish; Castilian",Double blind peer review,NA,5,CC BY-ND,True,No
Educazione Aperta,Fasi di Luna,Italy,No,NA,,2016,"English, Italian",Editorial review,NA,8,CC BY-NC-ND,False,No
Italian Journal of Educational Technology,CNR,Italy,No,NA,DOI,1993,English,Double blind peer review,NA,20,CC BY-NC,True,No
Ciceroniana On Line,Università di Torino,Italy,No,NA,DOI,2017,"English, French, German, Italian, Spanish; Castilian",Double blind peer review,NA,20,CC BY-SA,True,No
América Crítica,Università degli Studi di Cagliari,Italy,No,NA,DOI,2017,"English, French, Italian, Portuguese, Spanish; Castilian",Double blind peer review,Yes,12,CC BY,True,Yes
Viaggiatori,Fabio D'Angelo,Italy,No,Yes,,2017,"English, French, Italian",Double blind peer review,Yes,12,CC BY-NC,True,No
Journal of Biomedical Practitioners,Università di Torino,Italy,No,NA,DOI,2017,"English, Italian",Double blind peer review,NA,18,CC BY-SA,True,No
Journal of Philosophical Criticism,LEIF,Italy,Yes,Yes,DOI,2017,"English, Italian, Spanish; Castilian",Double blind peer review,NA,5,CC BY,True,No
Critical Hermeneutics,Università degli Studi di Cagliari,Italy,No,NA,DOI,2017,"English, French, Italian, Spanish; Castilian",Blind peer review,NA,5,CC BY,True,No
Metabarcoding and Metagenomics  ,Pensoft Publishers,Bulgaria,No,NA,DOI,2017,English,Blind peer review,NA,8,CC BY,True,No
International Journal of Medical Reviews and Case Reports,Bulgarian Association of Young Surgeons ,Bulgaria,Yes,Yes,DOI,2017,"English, Portuguese",Double blind peer review,Yes,3,CC BY-NC,False,No
Alpine Entomology ,Pensoft Publishers,Bulgaria,Yes,Yes,DOI,2017,"English, French, German, Italian",Peer review,NA,12,CC BY,True,No
Norsk Sosiologisk Tidsskrift,Scandinavian University Press/Universitetsforlaget,Norway,No,NA,DOI,2017,"Bokmål, Norwegian; Norwegian Bokmål, Swedish",Double blind peer review,NA,52,CC BY-NC,True,No
Journal for Research in Arts and Sports Education,Cappelen Damm Akademisk NOASP,Norway,Yes,Yes,DOI,2017,"Danish, English, Norwegian",Double blind peer review,Yes,12,CC BY,True,No
Nordic Journal of Comparative and International Education,Oslo and Akershus University College of Applied Sciences,Norway,No,NA,DOI,2017,"English, Norwegian",Double blind peer review,NA,10,CC BY,True,No
Journal of Historical Network Research,Luxembourg Centre for Contemporary and Digital History (C2DH),Luxembourg,No,NA,DOI,2017,"English, German",Double blind peer review,NA,12,CC BY-ND,True,No
Online Journal of Music Sciences,Online Journal of Music Sciences,Turkey,No,NA,DOI,2016,"English, Turkish",Double blind peer review,Yes,10,CC BY-NC-ND,False,No
Uluslararası Bilimsel Araştırmalar Dergisi,Yildiz Technical University,Turkey,No,NA,DOI,2016,"English, Turkish",Double blind peer review,Yes,12,CC BY,False,No
Journal of Foreign Language Education and Technology,Journal of Foreign Language Education and Technology,Turkey,No,NA,,2016,English,Peer review,Yes,8,CC BY,True,No
Turkish Journal of Colorectal Disease,Galenos Yayinevi,Turkey,No,NA,DOI,2007,"English, Turkish",Double blind peer review,Yes,8,CC BY-NC,False,No
Journal of Anthropology of Sport and Physical Education,"University of Montenegro, Faculty for Sport and Physical Education, Montenegrin Sports Academy",Montenegro,No,NA,DOI,2017,English,Double blind peer review,NA,10,CC BY,True,No
Journal of General Union of Arab Archaeologists,The General Union of Arab Archaeologists,Egypt,Yes,NA,,2000,"Arabic, English",Double blind peer review,NA,24,CC BY-NC,False,No
Journal of Smart Economic Growth,Journal of Smart Economic Growth    ,Romania,No,NA,DOI,2016,English,Double blind peer review,NA,4,CC BY-NC-SA,False,No
Analele Universităţii Bucureşti: Filosofie,Bucharest University Press,Romania,No,NA,,2003,English,Double blind peer review,NA,16,CC BY,True,No
"Law, Society & Organisations",Fundația Română pentru Inteligența Afacerii,Romania,Yes,Yes,Handles,2016,"English, French, Romanian; Moldavian; Moldovan",Blind peer review,Yes,4,CC BY,True,No
Territorial Identity and Development,"Babes-Bolyai University, Cluj-Napoca",Romania,No,NA,DOI,2016,English,Double blind peer review,Yes,9,CC BY,True,No
Creativity and Innovation Journal,Editura Universitatii Transilvania din Brasov,Romania,Yes,NA,,2016,"English, Romanian; Moldavian; Moldovan",Peer review,Yes,8,CC BY-NC-SA,False,No
CSIE Working Papers Series,Academy of Economic Studies of Moldova,"Moldova, Republic of",No,NA,,2016,"English, Romanian; Moldavian; Moldovan",Double blind peer review,NA,12,CC BY-NC-ND,True,No
Ikufīziyuluzhī-i Giyāhān-i Zirā̒ī,Islamic Azad University,"Iran, Islamic Republic of",No,NA,,2010,Persian,Peer review,NA,40,CC BY-NC,False,No
International Journal of Nutrition Sciences,Shiraz University of Medical Sciences,"Iran, Islamic Republic of",No,NA,,2016,English,Double blind peer review,Yes,12,CC BY,False,No
Communications in Combinatorics and Optimization ,Azarbaijan Shahide Madani University,"Iran, Islamic Republic of",No,NA,DOI,2016,English,Blind peer review,Yes,20,CC BY-SA,False,No
Herbal Medicines Journal,Lorestan University of Medical Sciences,"Iran, Islamic Republic of",No,NA,DOI,2016,English,Double blind peer review,NA,12,CC BY,False,No
Advances in Operator Theory,Tusi Mathematical Research Group ,"Iran, Islamic Republic of",No,NA,DOI,2016,English,Blind peer review,NA,10,CC BY-NC,False,No
Journal of Medical Physiology,Iran University of Medical Sciences,"Iran, Islamic Republic of",No,NA,,2016,English,Blind peer review,NA,8,CC BY-NC,False,No
Journal of Cellular and Molecular Anesthesia,Shahid Beheshti University of Medical Sciences,"Iran, Islamic Republic of",No,NA,DOI,2016,English,Double blind peer review,NA,6,CC BY,True,No
Trends in Peptide and Protein Sciences ,Shahid Beheshti University of Medical Sciences,"Iran, Islamic Republic of",No,NA,DOI,2016,English,Double blind peer review,Yes,8,CC BY-NC,False,No
Pizhūhish/hā-yi Irtibāṭī,Research and Polling Center of Islamic Republic of Iran Broadcasting,"Iran, Islamic Republic of",Yes,NA,,1998,Persian,Double blind peer review,Yes,12,CC BY,True,No
Asian Pacific Journal of Cancer Biology,West Asia Organization for Cancer Prevention,"Iran, Islamic Republic of",No,NA,DOI,2016,English,Peer review,NA,6,CC BY,True,No
Social Behavior Research & Health,Shahid Sadoughi University of Medical Sciences,"Iran, Islamic Republic of",No,NA,,2017,English,Peer review,Yes,20,CC BY,True,No
"Journal of Evidence Based Health Policy, Management & Economics",Shahid Sadoughi University of Medical Sciences,"Iran, Islamic Republic of",No,NA,,2017,English,Peer review,Yes,20,CC BY,True,No
Journal of Applied Research on Industrial Engineering,"Ayandegan Institute of Higher Education, Iran","Iran, Islamic Republic of",No,NA,,2014,English,Double blind peer review,NA,43,CC BY-NC,False,No
Asian International Journal of Social Sciences ,King Mongkut's Institute of Technology Ladkrabang,Thailand,No,NA,DOI,2014,English,Peer review,NA,12,CC BY-NC-ND,True,No
Engineering and Applied Science Research,Khon Kaen University,Thailand,No,NA,DOI,2015,English,Double blind peer review,Yes,11,CC BY-NC-ND,True,No
Asia-Pacific Journal of Science and Technology,Khon Kaen University,Thailand,No,NA,DOI,2014,English,Double blind peer review,NA,8,CC BY-NC-ND,True,No
InfoTekJar: Jurnal Nasional Informatika dan Teknologi Jaringan,Universitas Islam Sumatera Utara,Indonesia,No,NA,,2016,"English, Indonesian",Peer review,Yes,24,CC BY,True,No
Amwaluna: Jurnal Ekonomi dan Keuangan Syariah,Universitas Islam Bandung,Indonesia,No,NA,,2017,"English, Indonesian",Double blind peer review,NA,24,CC BY-NC-SA,False,No
JIPI (Jurnal Ilmiah Penelitian dan Pembelajaran Informatika),STKIP PGRI Tulungagung,Indonesia,No,NA,,2016,Indonesian,Peer review,NA,6,CC BY-SA,False,No
IJFAC (Indonesian Journal of Fundamental and Applied Chemistry),Sriwijaya University,Indonesia,Yes,NA,DOI,2016,English,Double blind peer review,NA,16,CC BY-NC-SA,False,No
Journal of Tropical Biodiversity and Biotechnology,Universitas Gadjah Mada,Indonesia,No,NA,,2016,English,Double blind peer review,Yes,12,CC BY-SA,False,No
STIPM (STI Policy and Management) Journal,Indonesian Institute of Sciences,Indonesia,No,NA,,2012,"English, Indonesian",Blind peer review,Yes,12,CC BY-NC-SA,True,No
Jurnal Eksistensi Pendidikan Luar Sekolah,Universitas Sultan Ageng Tirtayasa,Indonesia,No,NA,,2016,Indonesian,Double blind peer review,NA,18,CC BY,False,No
Dirosat: Journal of Islamic Studies,Institut Dirosat Islamiyah Al-Amien,Indonesia,No,NA,,2016,"Arabic, English, Indonesian",Double blind peer review,Yes,8,CC BY-NC-SA,False,No
Harmonia: Journal of Arts Research and Education,Universitas Negeri Semarang,Indonesia,Yes,NA,,2000,English,Peer review,Yes,4,CC BY,False,No
Indonesian Journal of Educational Research,Institut Agama Islam Negeri (IAIN) Sulthan Thaha Saifuddin,Indonesia,Yes,NA,,2016,"English, Indonesian",Peer review,NA,24,CC BY,False,No
Indonesian Journal of Combinatorics,InaCombS; Universitas Jember; dan Universitas Indonesia,Indonesia,No,NA,,2016,English,Peer review,NA,24,CC BY-SA,False,No
Cogito Smart Journal,Universitas Klabat ,Indonesia,No,NA,,2015,"English, Indonesian",Blind peer review,NA,5,CC BY-SA,True,No
Qanun Medika: Jurnal Kedokteran Fakultas Kedokteran Universitas Muhammadiyah Surabaya,Universitas Muhammadiyah Surabaya,Indonesia,No,NA,,2017,Indonesian,Blind peer review,NA,8,CC BY,False,No
Jurnal Ius Constituendum,Universitas Semarang,Indonesia,No,NA,,2017,Indonesian,Double blind peer review,NA,24,CC BY,False,No
Publisia (Jurnal Ilmu Administrasi Publik),Universitas Merdeka Malang,Indonesia,No,NA,,2016,Indonesian,Blind peer review,NA,24,CC BY,False,No
Kajian Linguistik dan Sastra,Muhammadiyah University Press,Indonesia,No,NA,,2007,"English, Indonesian",Peer review,NA,24,CC BY,False,No
Indonesian Journal of Educational Counseling,Universitas Mathla'ul Anwar Banten,Indonesia,No,NA,,2017,Indonesian,Double blind peer review,NA,8,CC BY,True,No
Millati: Journal of Islamic Studies and Humanities,Institut Agama Islam Negeri (IAIN) Salatiga,Indonesia,No,NA,,2016,"English, Indonesian",Peer review,NA,24,CC BY,False,No
Briliant,Universitas Nahdlatul Ulama Blitar,Indonesia,Yes,NA,,2016,Indonesian,Blind peer review,Yes,24,CC BY-SA,False,No
Fountain of Informatics Journal,University of Darussalam Gontor,Indonesia,No,NA,DOI,2016,Indonesian,Blind peer review,NA,24,CC BY-NC-SA,False,No
Refleksi Hukum,Universitas Kristen Satya Wacana,Indonesia,No,NA,,2014,Indonesian,Double blind peer review,NA,24,CC BY,False,No
Sriwijaya Law Review,Sriwijaya University,Indonesia,No,NA,,2017,English,Double blind peer review,Yes,8,CC BY,False,No
International Journal of Marine Engineering Innovation and Research,Institut Teknologi Sepuluh Nopember,Indonesia,No,NA,,2016,English,Blind peer review,NA,48,CC BY-SA,False,No
Riset Akuntansi dan Keuangan Indonesia,Muhammadiyah University Press,Indonesia,No,NA,,2008,"English, Indonesian",Blind peer review,NA,4,CC BY-NC-SA,False,No
JAICT (Journal of Applied Information and Communication Technologies),Politeknik Negeri Semarang,Indonesia,Yes,NA,,2016,English,Blind peer review,NA,24,CC BY,False,No
Li Falah: Jurnal Studi Ekonomi dan Bisnis Islam,Institut Agama Islam Negeri Kendari,Indonesia,No,NA,,2016,"English, Indonesian",Peer review,NA,12,CC BY-SA,True,No
UCEJ (Untirta Civic Education Journal),Universitas Sultan Ageng Tirtayasa,Indonesia,No,NA,,2016,Indonesian,Peer review,NA,18,CC BY,False,No
Yupa: Historical Studies Journal,Mulawarman University,Indonesia,Yes,NA,DOI,2017,English,Blind peer review,NA,24,CC BY-SA,False,No
Učënye Zapiski Kazanskogo Universiteta: Seriâ Gumanitarnye Nauki,Kazan Federal University,Russian Federation,No,NA,,2011,Russian,Blind peer review,NA,17,CC BY,True,No
Učënye Zapiski Kazanskogo Universiteta: Seriâ Fiziko-Matematičeskie Nauki,Kazan Federal University,Russian Federation,No,NA,,2005,Russian,Blind peer review,NA,17,CC BY,True,No
Acta Biomedica Scientifica,Scientific Сentre for Family Health and Human Reproduction Problems,Russian Federation,Yes,Yes,DOI,2017,Russian,Blind peer review,Yes,7,CC BY,False,No
Mir Èkonomiki i Upravleniâ,Novosibirsk State University Press,Russian Federation,No,NA,DOI,2016,Russian,Blind peer review,NA,20,CC BY-NC,True,No
"Мир Hауки: Социология, Филология, Культурология","«Publishing company «World of science», LLC",Russian Federation,Yes,NA,,2010,Russian,Double blind peer review,NA,7,CC BY,True,No
Učënye Zapiski Kazanskogo Universiteta. Seriâ Estestvennye Nauki,Kazan Federal University,Russian Federation,No,NA,,2011,"English, Russian",Blind peer review,NA,17,CC BY,True,No
Pravoprimenenie,Dostoevsky Omsk State University,Russian Federation,No,NA,DOI,2017,Russian,Blind peer review,Yes,8,CC BY,True,No
Birat Journal of Health Sciences,Birat Medical College and Teaching Hospital,Nepal,No,NA,,2016,English,Peer review,NA,12,CC BY,True,No
Revista Scientific,	Instituto Internacional de Investigación y Desarrollo Tecnológico Educativo,"Venezuela, Bolivarian Republic of",Yes,NA,,2016,Spanish; Castilian,Double blind peer review,NA,4,CC BY-NC-SA,False,No
Journal of Veterinary Andrology,Centro de Estudios Superiores e Investigación en Ciencias del Agro (CESICA),"Venezuela, Bolivarian Republic of",No,NA,,2016,Spanish; Castilian,Double blind peer review,NA,8,CC BY,True,No
Revista Gestión I+D,Universidad Central de Venezuela,"Venezuela, Bolivarian Republic of",No,NA,,2016,Spanish; Castilian,Double blind peer review,Yes,8,CC BY-NC-ND,False,No
Clinical Trials in Degenerative Diseases,Wolters Kluwer Medknow Publications,India,No,NA,DOI,2016,English,Double blind peer review,NA,13,CC BY-NC-SA,False,No
SciPost Physics,SciPost,Netherlands,No,NA,DOI,2016,English,Open peer review,Yes,10,CC BY,True,Yes
European Journal of Sustainable Development Research,Lectito Journals,Netherlands,No,Yes,DOI,2017,English,Double blind peer review,Yes,12,CC BY,True,No
European Journal of Environment and Public Health,Lectito Journals,Netherlands,No,NA,DOI,2017,English,Double blind peer review,Yes,15,CC BY,True,No
Feminist Encounters: A Journal of Critical Studies in Culture and Politics,Lectito Journals,Netherlands,No,NA,DOI,2017,English,Double blind peer review,Yes,20,CC BY,False,No
Lancet Planetary Health,Elsevier,United Kingdom,Yes,Yes,DOI,2017,English,Open peer review,Yes,8,CC BY-NC-ND,True,No
Early Modern Low Countries,Utrecht University Library Open Access Journals (Publishing Services),Netherlands,No,NA,DOI,2017,English,Double blind peer review,NA,26,CC BY,True,No
Przedsiębiorczość Międzynarodowa,Cracow University of Economics,Poland,No,NA,DOI,2015,"English, Polish",Double blind peer review,NA,24,CC BY-ND,True,No
Open Astronomy,De Gruyter,Poland,Yes,Yes,DOI,2016,English,Blind peer review,Yes,16,CC BY-NC-ND,False,No
Engineering Management in Production and Services,De Gruyter Open,Poland,No,NA,DOI,2017,English,Blind peer review,Yes,7,CC BY-NC-ND,False,No
Przegląd Narodowościowy,De Gruyter Open,Poland,No,NA,DOI,2016,"English, Polish",Double blind peer review,Yes,35,CC BY-NC-ND,False,No
Infection International,De Gruyter Open,Poland,No,NA,DOI,2012,English,Blind peer review,Yes,16,CC BY-NC-ND,False,No
Aviation Advances & Maintenance,De Gruyter Open,Poland,No,NA,DOI,2007,English,Double blind peer review,Yes,24,CC BY-NC-ND,False,No
"Arid Zone Journal of Engineering, Technology and Environment",University of Maiduguri,Nigeria,Yes,NA,,2017,English,Double blind peer review,NA,16,CC BY-NC-ND,False,No
Zona Franca,	Centro de Estudios Interdisciplinarios de las Mujeres,Argentina,No,NA,,2016,"English, Spanish; Castilian",Peer review,NA,12,CC BY-NC-ND,False,No
"Revista Foro de Educación Musical, Artes y Pedagogía","Editorial Arte y Pedagogía, Mutual Arte y Educación",Argentina,No,NA,,2016,Spanish; Castilian,Double blind peer review,NA,16,CC BY,True,No
SineFilozofi,SineFilozofi,Turkey,No,NA,,2017,"English, Turkish",Double blind peer review,Yes,12,CC BY,True,No
Journal of Management Economics Literature Islamic and Political Sciences: JOMELIPS,University of Bartin,Turkey,No,NA,DOI,2016,"English, Turkish",Double blind peer review,Yes,4,CC BY-NC-SA,False,No
International Journal of Health Services Research and Policy,INESEG,Turkey,No,NA,DOI,2016,English,Peer review,Yes,5,CC BY-NC-ND,False,No
Journal of Engineering Technology and Applied Sciences,Journal of Engineering Technology and Applied Sciences ,Turkey,No,NA,,2016,English,Double blind peer review,Yes,6,CC BY,True,No
International Journal of Public Finance,International Public Finance Conference/Turkey,Turkey,No,NA,,2016,"English, Turkish",Double blind peer review,Yes,10,CC BY,True,No
Söylem,Söylem,Turkey,No,Yes,DOI,2016,Turkish,Double blind peer review,Yes,5,CC BY-NC-ND,False,No
Disiplinlerarası Akademik Turizm Dergisi,Disiplinlerarası Akademik Turizm Dergisi ,Turkey,No,NA,,2016,Turkish,Double blind peer review,Yes,20,CC BY-NC-ND,False,No
Sağlık Akademisi Kastamonu,Kastamonu University,Turkey,No,NA,DOI,2016,Turkish,Double blind peer review,Yes,12,CC BY-NC,False,No
"Journal of Family, Counseling and Education","Journal of Family, Counseling and Education",Turkey,No,NA,,2016,English,Double blind peer review,Yes,18,CC BY-NC-SA,False,No
Jurnal Riset Akuntansi dan Bisnis Airlangga,Universitas Airlangga,Indonesia,No,NA,,2016,"English, Indonesian",Peer review,NA,48,CC BY-SA,False,No
Jurnal Mercumatika: Jurnal Penelitian Matematika dan Pendidikan Matematika,Universitas Mercu Buana Yogyakarta,Indonesia,No,NA,,2016,Indonesian,Peer review,Yes,5,CC BY,True,No
